Date,Media Sources,Neutral,Positive,Text,Tweet Polarity,Tweets Ago
09/20/2017,BBC News (UK),0.849,0.0,"RT @BBCWorld: First aerial images emerge showing the damage to the island of Dominica after Hurricane #Maria

https://t.co/0PsqsN5ygJ https…",-0.4939,29
09/20/2017,BBC News (UK),0.847,0.153,Baby names: Olivia top as William makes way for Muhammad https://t.co/rzIJi0cAr9,0.2023,28
09/20/2017,BBC News (UK),0.782,0.0,"RT @BBCNewsround: More than 400,000 Rohingya people have had to flee their homes in Myanmar, after fighting broke out there https://t.co/fI…",-0.6486,27
09/20/2017,BBC News (UK),1.0,0.0,RT @BBCLondonNews: London venue is UK's first to use digital-only ticketing https://t.co/AGqsS23TtY https://t.co/AsudyCbngv,0.0,26
09/20/2017,BBC News (UK),0.692,0.0,"RT @VictoriaLIVE: 'Academic pressure is adding to risks of teenage depression - ""we need to turn down the heat""' says @_NatashaDevon
https:…",-0.7906,25
09/20/2017,BBC News (UK),0.34,0.0,Two more arrested over Tube bomb attack https://t.co/NOTUMOx20C,-0.8655,24
09/20/2017,BBC News (UK),0.9,0.0,"RT @VictoriaLIVE: ""A lot of buildings collapsed - you have to wonder if the buildings meet the earthquake code"" #mexicoearthquake https://t…",-0.2732,23
09/20/2017,BBC News (UK),0.753,0.247,"Meet the man who invented this :-) 

😄😊☺😁😆😅😀😃 https://t.co/tyrYD8M7VJ",0.3869,22
09/20/2017,BBC News (UK),0.885,0.115,RT @BBCBusiness: US-style coffee or Italian coffee? Which one gets your vote? @maurogalluzzo reveals why Italians may surprise you ☕ https:…,0.3527,21
09/20/2017,BBC News (UK),0.667,0.0,'Remove racist' Native American tapestry from public display https://t.co/vLRObosnfA,-0.6124,20
09/20/2017,BBC News (UK),1.0,0.0,"RT @BBCWorld: Follow the latest news on the #mexicoearthquake 

https://t.co/JxB93vuqa4 https://t.co/EMIuwHv8wV",0.0,19
09/20/2017,BBC News (UK),0.783,0.217,RT @BBCEngland: Greater Manchester Police reveals more than one in five of its computers were still running Windows XP as of July https://t…,0.7034,18
09/20/2017,BBC News (UK),0.712,0.124,"RT @BBCWorld: Strong earthquake hits central Mexico, killing more than 200 people and toppling dozens of buildings in Mexico City

https://…",-0.2732,17
09/20/2017,BBC News (UK),1.0,0.0,RT @bbcweather: Here's your Wednesday planner. Get the forecast for where you are here https://t.co/irGlOFGKGH Alina https://t.co/BxNT6syhSj,0.0,16
09/20/2017,BBC News (UK),1.0,0.0,"RT @BBCBenThompson: 4,000 jobs to go as India's Tata Steel &amp; German rival, Thyssenkrupp, merge European steel arms. CFO tells me deal safeg…",0.0,15
09/20/2017,BBC News (UK),0.733,0.0,RT @BBCFergusWalsh: Life-extending lung cancer drug denied to writer AA Gill to be made immediately available to NHS patients in England ht…,-0.8074,14
09/20/2017,BBC News (UK),0.696,0.0,Prisoner quizzed over Marvin Couson Lime bar shooting https://t.co/bUOpeiAKB8,-0.5423,13
09/20/2017,BBC News (UK),0.917,0.083,RT @BBCBreakfast: A new survey suggests a third of people admit to checking their phone within 5 mins of waking up. Sound familiar? 📱 https…,0.2023,12
09/20/2017,BBC News (UK),1.0,0.0,"RT @BBCr4today: ""Utterly extraordinary""

Here are divers on a recently found 2000 year old Roman Galley #r4today https://t.co/TUQzICkXB1",0.0,11
09/20/2017,BBC News (UK),0.798,0.0,"RT @BBCNewsAsia: Baggage handler, who allegedly swapped hundreds of luggage tags at Singapore's Changi Airport, charged with mischief https…",-0.5106,10
09/20/2017,BBC News (UK),0.717,0.283,RT @BBCBusiness: On #BBCBizLive: there's reports Amazon is about to launch smart glasses using it's Alexa AI. Are smart glasses a wearable…,0.7269,9
09/20/2017,BBC News (UK),0.75,0.203,RT @BBCBreakfast: EXCLUSIVE: The moment Prince Harry met the Foo Fighters. The band tell Breakfast how their friendship with the Prince beg…,0.6037,8
09/20/2017,BBC News (UK),0.861,0.0,"RT @BBCr4today: A quarter of girls and nearly one in 10 boys show signs of depression at the age of 14, say UK researchers https://t.co/AdO…",-0.5719,7
09/20/2017,BBC News (UK),1.0,0.0,"RT @BBCWorld: Follow the latest news on the #mexicoearthquake

https://t.co/39rCHhtRhG https://t.co/ZZN8nR77WC",0.0,6
09/20/2017,BBC News (UK),0.562,0.0,RT @DannyShawBBC: Latest on #ParsonsGreen attack: 3rd arrest; extremist referral re bomb suspect; details of bomber's journey  https://t.co…,-0.872,5
09/20/2017,BBC News (UK),0.775,0.05,"RT @BBCWorld: ""The movement was intense"" - Laura Carlsen was in Mexico City when earthquake that's killed more than 220 people hit https://…",-0.6369,4
09/20/2017,BBC News (UK),0.645,0.0,"Your morning briefing: More than 220 dead in Mexico earthquake, PM warns tech firms over terror &amp; other stories… https://t.co/gm7o2G50eg",-0.8542,3
09/20/2017,BBC News (UK),1.0,0.0,Tata Steel and ThyssenKrupp merger deal confirmed https://t.co/7rYQw3hIl8,0.0,2
09/20/2017,BBC News (UK),0.843,0.0,"RT @BBCWorld: As Hurricane Maria bears down on Puerto Rico... https://t.co/CrAGG0Rwnh

Mexico earthquake devastation continues: https://t.c…",-0.4215,1
09/21/2017,CBS News,0.737,0.129,"First responders' work has been at times frantic, painstaking in the aftermath of the powerful Mexico earthquake… https://t.co/Yqs9lk2oy3",-0.0258,100
09/21/2017,CBS News,0.805,0.195,Attorney General Jeff Sessions to testify before Senate panel about Department of Justice oversight… https://t.co/btUL8oUcOd,0.5267,99
09/21/2017,CBS News,1.0,0.0,Attendance numbers for youth football are declining amid health concerns over brain injuries https://t.co/sLjHcC92bi https://t.co/hrhHifgMPV,0.0,98
09/21/2017,CBS News,0.891,0.0,"Iran's president said no alterations would made to current nuclear deal. In response, Tillerson says ""never say nev… https://t.co/aFEZf21dUZ",-0.296,97
09/21/2017,CBS News,0.776,0.091,"After being asked if nuclear deal hurts U.S. credibility with N. Korea, Tillerson says ""nature of agreements"" are g… https://t.co/nmpmHrCC2b",-0.25,96
09/21/2017,CBS News,1.0,0.0,"Tillerson would not reveal Pres. Trump's decision on nuclear deal, but says after meeting, Iran is in ""technical co… https://t.co/T2zEGT27Jn",0.0,95
09/21/2017,CBS News,0.762,0.1,"""They have provided weapons and training forces to deploy to create instability throughout the region,"" Tillerson s… https://t.co/xKzNhkrriZ",-0.2023,94
09/21/2017,CBS News,1.0,0.0,"Tillerson says Iran has ""not met expectations"" in nuclear arms deal https://t.co/8Mr3oU6IGe",0.0,93
09/21/2017,CBS News,0.84,0.0,"""Our thoughts and prayers are with the Mexican people as they are dealing with this terrible tragedy,"" Tillerson sa… https://t.co/IyhYVftL5Z",-0.561,92
09/21/2017,CBS News,1.0,0.0,"NOW: Secretary of State Rex Tillerson holds press conference following the Joint Commission Meeting hosted by EU, a… https://t.co/6BKC8i2JDq",0.0,91
09/21/2017,CBS News,0.909,0.091,Amazon is reviewing procedures after it was revealed its website may unwittingly give tips to would-be bombers… https://t.co/2Nsnu2TiKp,0.1779,90
09/21/2017,CBS News,0.87,0.13,Special counsel Robert Mueller has asked the White House for documents from Pres. Trump's time since taking office… https://t.co/xDCiGuQVtW,0.4019,89
09/20/2017,CBS News,1.0,0.0,Why a team of 8-year-old football players decided to kneel for the national anthem ahead of Sunday's game. https://t.co/8IxpKP49UO,0.0,88
09/20/2017,CBS News,0.75,0.0,Maria knocked out Puerto Rico's power and left loads of damage to an island already struggling with a massive debt… https://t.co/9Fu4hM2Fdq,-0.7184,87
09/20/2017,CBS News,0.802,0.0,"Police search for ""Mad Pooper"" who's defecating on lawns in a Colorado neighborhood https://t.co/YjhuDB3umT https://t.co/tZLWkrv4Sc",-0.4939,86
09/20/2017,CBS News,0.706,0.208,"""I felt like they were doing work that no one else was doing,"" @MumfordAndSons' Marcus said about his charity work… https://t.co/IMSMLs6Wke",0.4767,85
09/20/2017,CBS News,0.762,0.0,"Southern California is battling an outbreak of hepatitis A, which attacks the liver and is highly contagious.… https://t.co/hpYPNZfL4J",-0.6124,84
09/20/2017,CBS News,0.708,0.08,"Playing tackle football before age 12 dramatically increases risk for brain problems later in life, new study finds… https://t.co/l7mFnurIL7",-0.4588,83
09/20/2017,CBS News,0.87,0.13,Mark Phillips reports @amazon is reviewing procedures after it was revealed that its website may unwittingly help w… https://t.co/AvhhESCcDv,0.4019,82
09/20/2017,CBS News,0.63,0.37,Senate Republicans say their new health care plan may be their best chance for getting rid of Obamacare.… https://t.co/bHdLpNxCjE,0.8555,81
09/20/2017,CBS News,0.816,0.184,.@jeffpeguescbs learned of emails that show a top Trump operative reaching out to an associate of Vladimir Putin. https://t.co/2SQiVJuriD,0.3818,80
09/20/2017,CBS News,0.874,0.0,"At least 230 people were killed, but there are also incredible stories of survival. @BojorquezCBS has more from Mex… https://t.co/CipvBXJbwz",-0.4118,79
09/20/2017,CBS News,0.877,0.123,"Hurricane Maria, the most powerful storm to hit Puerto Rico in more than 80 years has knocked out power to the isla… https://t.co/2V92atBpog",0.4754,78
09/20/2017,CBS News,1.0,0.0,Here's a quick look at what's ahead on @CBSEveningNews: https://t.co/Pzq6KWczZc,0.0,77
09/20/2017,CBS News,1.0,0.0,"Paul Manafort offered to give Russian billionaire ""private briefings"" on 2016 campaign, according to report… https://t.co/KhSzdBzLig",0.0,76
09/20/2017,CBS News,1.0,0.0,AHEAD: Hurricane Maria blasted Puerto Rico with 155 mph winds today. @DavidBegnaud is there tonight on… https://t.co/OYDKx1yetv,0.0,75
09/20/2017,CBS News,0.722,0.0,"After Equifax breach, company had been directing victims to wrong website for weeks, report says… https://t.co/6JJHyrMz2i",-0.6597,74
09/20/2017,CBS News,1.0,0.0,RT @CBSThisMorning: Thursday on @CBSThisMorning: @GayleKing sits down with @JustinBieber's longtime manager @ScooterBraun. WATCH: https://t…,0.0,73
09/20/2017,CBS News,0.667,0.138,How to help victims of the deadliest earthquake to strike Mexico City in decades: https://t.co/c66WOGMT2f https://t.co/FG70TRIvXK,-0.0258,72
09/20/2017,CBS News,0.588,0.092,"Chester Bennington's wife shares video — taken 36 hours before singer's death — to show people ""depression doesn't… https://t.co/WsoG1WF6i5",-0.7506,71
09/20/2017,CBS News,0.864,0.0,"Pres. Trump calls Obamacare ""dysfunctional"" and says Senate is going to be forced to make a deal at some point. https://t.co/u9jkmbHW0H",-0.4588,70
09/20/2017,CBS News,1.0,0.0,"Following meeting with Egyptian president, Pres. Trump and Vice President Pence talk about Obamacare repeal https://t.co/0jn1BMuVah",0.0,69
09/20/2017,CBS News,0.773,0.0,"After an entire wing of Mexican school collapsed in wake of 7.1 earthquake, frantic search for survivors continues… https://t.co/Edq4JCgbDt",-0.6124,68
09/20/2017,CBS News,0.842,0.0,"Police are looking for the ""Mad Pooper,"" a jogger they say has been repeatedly defecating in one neighborhood… https://t.co/N1Iy4E2Enr",-0.4939,67
09/20/2017,CBS News,0.833,0.167,"Obama defends health care law: ""When I see people trying to undo that hard-won progress...it is aggravating""… https://t.co/1Yxy1Xcg2N",0.4939,66
09/20/2017,CBS News,0.862,0.138,RT @CBSThisMorning: Don't miss @VP Pence on @CBSThisMorning Thursday. https://t.co/mhi2dh6Xsk,0.1139,65
09/20/2017,CBS News,0.917,0.0,"Stephen Colbert busted out the wine when Hillary Clinton stopped by to chat about her book, Pres. Trump and her los… https://t.co/OwyFRnTs24",-0.2263,64
09/20/2017,CBS News,1.0,0.0,"Video shows hospital employees improperly handling newborns, calling infants ""mini Satans"" https://t.co/A61UHCzHLp https://t.co/dt2cREc1lF",0.0,63
09/20/2017,CBS News,0.711,0.0,"There is no video of Kenneka Jenkins entering the freezer where she was found dead, hotel says:… https://t.co/nlwutgrfgX",-0.7579,62
09/20/2017,CBS News,1.0,0.0,Dad decides to show off rattlesnake catching (and cooking) skills to son — a decision he comes to regret… https://t.co/SZSbzDBHyi,0.0,61
09/20/2017,CBS News,0.699,0.057,"As number of injured diplomats soared, State Dept. kept Cuba attacks secret, document obtained by CBS News shows:… https://t.co/KxbWMjsIjs",-0.6486,60
09/20/2017,CBS News,1.0,0.0,"NEW: Hurricane Maria has been downgraded to a Category 3 storm, National Hurricane Center says… https://t.co/txJO0mHnRr",0.0,59
09/20/2017,CBS News,0.825,0.0,"One hurt, one in custody after report of shooting at a high school in central Illinois: https://t.co/B2QOYnqZJL https://t.co/SxvmRPxaoe",-0.5267,58
09/20/2017,CBS News,1.0,0.0,"Pres. Trump tells reporters he has ""decided"" on what he will do about Iran nuclear deal, although he won't say yet… https://t.co/ESP9vjPy20",0.0,57
09/20/2017,CBS News,0.614,0.217,"U.S. is proud to work with Africa ""to eradicate terrorist safe havens ... and to discredit their depraved ideology,… https://t.co/lrnGBfBZam",0.0772,56
09/20/2017,CBS News,1.0,0.0,"""Africa has tremendous business potential,"" Pres. Trump says https://t.co/T5uqoA85rO https://t.co/8BPGp0Bjhi",0.0,55
09/20/2017,CBS News,1.0,0.0,WATCH LIVE: Pres. Trump speaks after meeting with African leaders at #UNGA  https://t.co/T5uqoA85rO https://t.co/DB8b6ihc00,0.0,54
09/20/2017,CBS News,0.779,0.0,Jose weakens to a tropical storm as it stirs up dangerous surf and rip currents along Long Island and N.J. shores… https://t.co/xVqGya0KCm,-0.6597,53
09/20/2017,CBS News,1.0,0.0,.@60minutes' 50th anniversary season premiere airs this Sunday. Watch at 7:30 EST on CBS. #50yearsof60… https://t.co/hsTQnCDynz,0.0,52
09/20/2017,CBS News,0.833,0.0,"Iranian President Hassan Rouhani blasts President Trump, says the U.S. is losing credibility:… https://t.co/iVptTMlKpO",-0.3818,51
09/20/2017,CBS News,1.0,0.0,"RT @60Minutes: Tick, tick, tick...Please note that Sunday's 50th anniversary season premiere airs at 7:30 EST on CBS. #50yearsof60 https://…",0.0,50
09/20/2017,CBS News,0.608,0.108,"""Billy Cassidy just lied right to my face,"" Jimmy Kimmel accuses Sen. Bill Cassidy of lying about health care on ai… https://t.co/qwDGavMwjW",-0.6369,49
09/20/2017,CBS News,0.703,0.195,"First lady Melania Trump asks social media, educational &amp; community leaders to join in the fight ""for the hopes and… https://t.co/pA423staHj",0.34,48
09/20/2017,CBS News,1.0,0.0,"""It is our nation's moral imperative to take responsibility for what our children learn,"" Melania Trump says… https://t.co/cOx7HLkrsQ",0.0,47
09/20/2017,CBS News,0.852,0.148,"""We must remember that they are watching and listening"" in order to teach children ""life's many ethical lessons,"" M… https://t.co/SsB4sQstzF",0.5106,46
09/20/2017,CBS News,0.717,0.0,"WATCH LIVE: First lady Melania Trump to advocate for children, denounce bullying during remarks at U.N. luncheon… https://t.co/fhFpDPg3bE",-0.743,45
09/20/2017,CBS News,0.785,0.0,Puerto Rico Gov. Ricardo Rossello has asked President Trump to declare the island a disaster zone:… https://t.co/lncKS2PQs2,-0.6249,44
09/20/2017,CBS News,0.861,0.139,"First lady Melania Trump is calling on world leaders to ""step up"" to improve the lives of children:… https://t.co/GPQ9osdPew",0.4404,43
09/20/2017,CBS News,1.0,0.0,"Pelosi, citing House rule on private plane travel, says, ""It's just not right,"" when asked about report on Secy. To… https://t.co/bvswapSfJ5",0.0,42
09/20/2017,CBS News,0.69,0.0,"""Again and again, the American people have rejected the immense cost and cruelty of 'Trumpcare,'"" Pelosi says… https://t.co/eFiXzoeF88",-0.802,41
09/20/2017,CBS News,1.0,0.0,WATCH LIVE: House Minority Leader Nancy Pelosi holds news conference amid push to repeal Obamacare… https://t.co/SVdcFiULRQ,0.0,40
09/20/2017,CBS News,0.816,0.0,"""Mini Satans"": Hospital employees removed after shocking Facebook post goes viral https://t.co/whQwU2wleM https://t.co/gTyUKkDC5J",-0.4019,39
09/20/2017,CBS News,1.0,0.0,A Florida home spared by Hurricane Irma has been partially swallowed up by a massive sinkhole:… https://t.co/XvHlVJoH54,0.0,38
09/20/2017,CBS News,0.602,0.069,"""By violating its international commitments, the new U.S. administration only destroys its own credibility,"" Iran's… https://t.co/lWBgj3Upnc",-0.765,37
09/20/2017,CBS News,0.643,0.26,"""We were not deceived, nor did we cheat or deceive anyone. We have ourselves determined the extent of our nuclear p… https://t.co/5EacT1CysZ",0.5553,36
09/20/2017,CBS News,1.0,0.0,"The Iran nuclear deal ""belongs to the international community in its entirety,"" Rouhani says https://t.co/T5uqoA85rO https://t.co/XFE8XA2TSz",0.0,35
09/20/2017,CBS News,0.79,0.21,"""We never threaten anyone. But we do not tolerate threats from anyone,"" Iran's Rouhani tells UNGA, says ""moderation… https://t.co/FzB9e2WUIY",0.5448,34
09/20/2017,CBS News,0.857,0.0,"WATCH LIVE: Iranian President Rouhani speaks at #UNGA, day after Pres. Trump threatened to scrap Iran nuclear deal… https://t.co/ftHHNnpEzU",-0.4588,33
09/20/2017,CBS News,0.857,0.0,"The US military abandoned its mid-Atlantic Azores base citing cost. China may now take it over for ""science""… https://t.co/n1ZAxubF07",-0.4588,32
09/20/2017,CBS News,0.87,0.13,Deputy AG Rod Rosenstein has been interviewed as part of special counsel's probe about into  James Comey's firing:… https://t.co/NNVIpkObUJ,0.4019,31
09/20/2017,CBS News,0.776,0.114,"""I felt like I was not living up to my potential,"" Ivanka Trump reveals she struggled with postpartum depression… https://t.co/2hdzpS9vQl",0.0258,30
09/20/2017,CBS News,0.579,0.421,"""I think that we have a pretty good shot, maybe the best shot ever"" at Middle East peace, Pres. Trump says while me… https://t.co/od3lP6QLLX",0.93,29
09/20/2017,CBS News,0.659,0.124,Late-night host Jimmy Kimmel accused Sen. Bill Cassidy of lying to him about his intentions for health care reform:… https://t.co/T9MMPLy1C6,-0.34,28
09/20/2017,CBS News,1.0,0.0,"President Trump, while meeting with Jordan's King Abdullah, says ""it's just one after another"" this hurricane seaso… https://t.co/T27kqhYQhx",0.0,27
09/20/2017,CBS News,0.749,0.181,U.N. Ambassador Nikki Haley says President Trump doesn't want war with North Korea: https://t.co/ZpNfftSAev https://t.co/a7C5R794u4,0.4449,26
09/20/2017,CBS News,1.0,0.0,"As Hurricane Maria squarely batters Puerto Rico, the last Category 4 storm to make landfall on island was in 1932… https://t.co/i9iitssy2P",0.0,25
09/20/2017,CBS News,1.0,0.0,"""Jordan will always stand beside you and your country, and we will overcome,"" Jordan's King Abdullah says… https://t.co/Ffjgv0rDcd",0.0,24
09/20/2017,CBS News,0.868,0.132,"""I think never has the relationship been better than it is right now,"" Pres. Trump says of U.S.-Jordan relationship… https://t.co/s4lSeGGkYU",0.4404,23
09/20/2017,CBS News,1.0,0.0,WATCH LIVE: Pres. Trump meets with King Abdullah of Jordan https://t.co/T5uqoA85rO https://t.co/ruYF1XRwhK,0.0,22
09/20/2017,CBS News,0.823,0.0,"President Trump took a break from his week of global diplomacy to knock Sunday's Emmys ratings as the ""worst ever""… https://t.co/CYiuoBkpTo",-0.6249,21
09/20/2017,CBS News,0.905,0.095,The Fed meets Wednesday and is expected to announce a starting date to allow bond holdings to shrink gradually:… https://t.co/vZ1aLA01mg,0.2263,20
09/20/2017,CBS News,1.0,0.0,"“It’s kind of about life and how you got to deal with what’s coming, you got to keep shooting,” Moynihan says on ne… https://t.co/pqlKXjG05K",0.0,19
09/20/2017,CBS News,1.0,0.0,"@CBSNews “It was just a different season. It was very politics heavy, very Trump heavy,” Moynihan says on the previ… https://t.co/QJOHv57skR",0.0,18
09/20/2017,CBS News,0.78,0.107,Cruise ship passengers who unexpectedly spent more than two weeks helping Irma victims are finally going home:… https://t.co/gnisSzsjiV,-0.0258,17
09/20/2017,CBS News,0.82,0.18,"Bobby Moynihan, known for his impressions on SNL, is now starring in the CBS comedy “Me, Myself and I.” He joins… https://t.co/6o0U94syvI",0.5267,16
09/20/2017,CBS News,1.0,0.0,".@jpmorgan's Jamie Dimon and @IBM's Ginni Rometty spoke with @NorahODonnell about tax reform, the US economy &amp; DACA… https://t.co/JQ21ywtGzC",0.0,15
09/20/2017,CBS News,0.85,0.15,"“She’s focusing on, from what I understand women issues...Making sure women entrepreneurs...can be empowered,”… https://t.co/klVvBlFjwf",0.3182,14
09/20/2017,CBS News,1.0,0.0,"Christine Lagarde, the first woman to be managing director of the International Monetary Fund, joins @CBSThisMorning https://t.co/79UdYudesW",0.0,13
09/20/2017,CBS News,1.0,0.0,Here’s a look at some of this morning’s headlines from around the globe: https://t.co/Ev6JsVUKsz,0.0,12
09/20/2017,CBS News,0.865,0.0,President Trump and Hillary Clinton are criticizing each other over North Korea and Trump's #UNGA speech:… https://t.co/ZSLGBIGkfV,-0.3612,11
09/20/2017,CBS News,1.0,0.0,IMF's @Lagarde and former @nbcsnl cast member @bibbymoynihan are in the Toyota Green Room at @CBSThisMorning. They'… https://t.co/450ZNrZ8dZ,0.0,10
09/20/2017,CBS News,0.83,0.0,@CBSNews @MayorLandrieu says some Confederate statues “were put up way after the civil war. They were kind of a his… https://t.co/WDW7QPRf73,-0.5994,9
09/20/2017,CBS News,0.889,0.111,RT @CBSThisMorning: International Monetary Fund Managing Dir. Christine @Lagarde is in our Toyota Green Room. She'll join us live next! htt…,0.3595,8
09/20/2017,CBS News,1.0,0.0,New Orleans Mayor Mitch Landrieu’s speech about removing Confederate statues made national headlines. He joins… https://t.co/1hDWWhzBzG,0.0,7
09/20/2017,CBS News,0.849,0.151,"Christine Lagarde is regarded as one of the world’s most influential women. Ahead, she joins @CBSThisMorning to dis… https://t.co/W4uViYiZ8S",0.4927,6
09/20/2017,CBS News,0.909,0.091,"Two of the country's top executives, Jamie Dimon of JPMorgan Chase and Ginni Rometty of IBM, spoke with… https://t.co/0DyfZTUBHC",0.2023,5
09/20/2017,CBS News,0.685,0.0,"Ivanka Trump reveals that she suffered from ""some level"" of postpartum depression after delivering her children:… https://t.co/RalnGS1Wq1",-0.7845,4
09/20/2017,CBS News,0.744,0.0,".@BojorquezCBS is near a collapsed building in Mexico, where up to 40 people are trapped after a deadly earthquake… https://t.co/ROZjPqilA6",-0.6705,3
09/20/2017,CBS News,1.0,0.0,"Hurricane Maria is smashing into Puerto Rico this morning, which is expecting 12-18 inches of rain… https://t.co/hdXpDKP2bf",0.0,2
09/20/2017,CBS News,0.82,0.18,@CBSNews Royal Caribbean gave passengers the option of tagging along on its rescue mission: https://t.co/VhjRiY1SSn https://t.co/1B5F7jxCCn,0.5106,1
09/21/2017,CNN,0.863,0.137,"Democrat Sen. Mark Warner on Russia probe: ""I wish Facebook would be more transparent and more forthcoming"" https://t.co/CXKdv7MhhR",0.4019,100
09/21/2017,CNN,0.762,0.11,This map shows why passing Graham-Cassidy could be a huge political problem for the GOP | Analysis by @CillizzaCNN… https://t.co/O4wPdp3U7y,-0.1027,99
09/21/2017,CNN,1.0,0.0,RT @leylasantiago: And the cleanup begins.. #HurricaneMaria #SanJuan #PuertoRico #cnn https://t.co/8JKzELlcTI,0.0,98
09/21/2017,CNN,0.891,0.109,"Puerto Rico governor: It will take ""months as opposed to weeks or days"" to restore power to island https://t.co/3lmSF2GPRe",0.296,97
09/21/2017,CNN,0.659,0.128,RT @AC360: Search and rescue team makes contact with girl trapped in collapsed school in Mexico City following earthquake https://t.co/9JC9…,-0.296,96
09/21/2017,CNN,1.0,0.0,"Hurricane Irma ravaged the Caribbean, and now, #HurricaneMaria is following a similar path. Here's how they compare… https://t.co/x33a7yijT9",0.0,95
09/21/2017,CNN,0.672,0.241,"GOP Gov. John Kasich pans latest health care ""repeal and replace"" effort, says it's no better than earlier attempts https://t.co/ftWZpFdHfU",0.5994,94
09/21/2017,CNN,1.0,0.0,"RT @AC360: Report from the ground: #HurricaneMaria slammed Puerto Rico today, leaving the entire island without power https://t.co/C1eEjSQS…",0.0,93
09/21/2017,CNN,1.0,0.0,"Footage shows cars flooded due to #HurricaneMaria while a siren rings in the background in Caguas, Puerto Rico… https://t.co/kXukztnXyl",0.0,92
09/21/2017,CNN,0.915,0.085,"RT @AC360: .@washingtonpost reporter @CarolLeonnig calls latest Manafort revelation a ""startling development"" in Russia probe https://t.co/…",0.0772,91
09/21/2017,CNN,1.0,0.0,"Paul Manafort offered to brief a Russian billionaire on the 2016 election, according to a new report… https://t.co/JrQgbDkVPv",0.0,90
09/21/2017,CNN,0.645,0.133,"Rescue teams have made contact with a girl trapped in the rubble of a collapsed Mexico City school, report says https://t.co/CrcFGkPvTo",-0.296,89
09/21/2017,CNN,0.739,0.123,"A CNN crew that flew over the scarred landscape of Dominica witnessed devastation to communities, natural resources… https://t.co/SFqsvzir0C",-0.0772,88
09/21/2017,CNN,0.677,0.175,"Humanitarian worker in Mexico City says the feeling on the ground is ""between chaos and hope"" a day after earthquake https://t.co/n84qdoTQa1",-0.0772,87
09/21/2017,CNN,0.71,0.153,The powerful force of #HurricaneMaria's wind had CNN's @leylasantiago fighting to keep her footing https://t.co/mrS5XEU50X,0.0772,86
09/21/2017,CNN,1.0,0.0,Here's a look at advocacy and industry groups that have voiced concerns about the latest Obamacare repeal effort… https://t.co/u6qz5D5L2Q,0.0,85
09/21/2017,CNN,0.865,0.135,"#HurricaneMaria's winds are ""like a wild animal trying to get into your house,"" a St. Croix resident says https://t.co/NArLDaFhTP",0.3612,84
09/21/2017,CNN,0.617,0.243,"Rescue crews in Mexico City believe an 8-year-old girl is trapped and still alive, CNN’s @miguelmarquez reports https://t.co/cShnd69WQ1",0.3612,83
09/21/2017,CNN,0.52,0.26,Rescue crews race to save a girl trapped in the rubble of a collapsed Mexico City school https://t.co/QVAKFh2bs9 https://t.co/nRokf8moaw,0.25,82
09/20/2017,CNN,0.859,0.141,A supercomputer built for Earth is running just fine in space https://t.co/XqfACTGrAk https://t.co/FXuyeE4JJD,0.2023,81
09/20/2017,CNN,0.65,0.35,"""Flaming feminist litigator"" Justice Ruth Bader Ginsburg sets up the upcoming Supreme Court term… https://t.co/W9yG6KorH3",0.7906,80
09/20/2017,CNN,0.842,0.158,"President Trump to African leaders: ""I have so many friends going to your countries trying to get rich""… https://t.co/maBfeGT5Uc",0.5233,79
09/20/2017,CNN,0.821,0.0,Nest branches out with a home alarm system and a face-detecting doorbell https://t.co/Ld6TfaZ4FE https://t.co/TDyu9oqPSI,-0.34,78
09/20/2017,CNN,0.573,0.332,"Trump strikes optimistic tone on GOP health care effort, says he thinks Graham-Cassidy bill ""has a very good chance… https://t.co/aMzwXZPzkV",0.7346,77
09/20/2017,CNN,0.585,0.293,Facebook donates $1 million to help victims of a powerful earthquake in Mexico https://t.co/iZbLWJACrM https://t.co/uUzriqfUxC,0.4939,76
09/20/2017,CNN,1.0,0.0,How to not run for president (while probably running for president) https://t.co/R7eUwsYZtE https://t.co/QUN9P088kH,0.0,75
09/20/2017,CNN,0.862,0.138,"As Congress debates a new bill, @drsanjaygupta asks: Why is health care in the US so expensive in the first place?… https://t.co/r5UC9ZNuTC",0.4939,74
09/20/2017,CNN,0.827,0.0,"RT @CNNSitRoom: Puerto Rico governor on Hurricane Maria: ""This is the most devastating storm, either in the century, or quite frankly in mo…",-0.6801,73
09/20/2017,CNN,0.859,0.0,Puerto Rico is already in an 11-year economic recession. Now it must start rebuilding after Hurricane Maria.… https://t.co/aae1FmWtup,-0.4215,72
09/20/2017,CNN,1.0,0.0,"Leon Panetta: If Trump gets out of the Iran deal, he will “bear responsibility for Iran getting a nuclear weapon” https://t.co/kNczsdCnix",0.0,71
09/20/2017,CNN,0.856,0.144,Special counsel Robert Mueller has requested documents and info related to events during Donald Trump's presidency… https://t.co/tkUegaTUDq,0.4019,70
09/20/2017,CNN,1.0,0.0,"Mutual is a dating app exclusively for Mormons. For some, it's been an answer to their prayers. https://t.co/gDrbj5ldRm",0.0,69
09/20/2017,CNN,1.0,0.0,RT @TheLeadCNN: .@MarkWarner : We need to know if any American helped Russia with social media targeting  https://t.co/Gj1hM5Ctfg #TheLead,0.0,68
09/20/2017,CNN,0.75,0.163,"Monitor your credit report, warns Fed Chairwoman Janet Yellen after Equifax hack https://t.co/iQBuNWE148 https://t.co/iaTQHI5Nuc",0.296,67
